[ 2947 ,  677 635 627] shixi 1
[   7 ,  940 710 482] shixi 142
[   7 ,  943  52 700] [142 R] Node  2 收到本层数据包并传往上层 
[   7 ,  945 536 132] shixi 143
[   7 ,  947 715 490] [143 R] Node  2 收到本层数据包并传往上层 
[   7 ,  949 717 665] shixi 144
[   7 ,  952 839 120] [144 R] Node  2 收到本层数据包并传往上层 
[   7 ,  954 755 792] shixi 145
[   7 ,  958 193 680] [145 R] Node  2 收到本层数据包并传往上层 
[   7 ,  959 764 917] shixi 146
[   7 ,  960 612 650] 时隙:47-------------------------------------------------------------------------------
[   7 ,  963  33 977] [146 R] Node  2 收到本层数据包并传往上层 
[   7 ,  964 696 600] shixi 147
[   7 ,  965 772 992] [147 R] Node  2 收到本层数据包并传往上层 
[   7 ,  968 328  70] shixi 148
[   7 ,  970 304 555] shixi 149
[   7 ,  972 688 825] shixi 150
[   7 ,  975 644 405] shixi 151
[   7 ,  978  17 700] shixi 152
[   7 ,  980 270 825] 时隙:48-------------------------------------------------------------------------------
[   7 ,  980 639 905] shixi 153
[   7 ,  983 164 287] shixi 154
[   7 ,  985 311 430] shixi 155
[   7 ,  988  59 160] shixi 156
[   7 ,  990 787 610] [156 T] Node  2->  1  
[   7 ,  993 240 482] shixi 157
[   7 ,  995 558 575] [157 R] Node  2 收到本层数据包并传往上层 
[   7 ,  996 581 140] shixi 158
[   7 ,  997 750 495] [158 R] Node  2 收到本层数据包并传往上层 
[   7 ,  999 112 952] shixi 159
[   8 ,    0 536 592] 时隙:49-------------------------------------------------------------------------------
[   8 ,    1 722  55] [159 T] Node  2->  1  
[   8 ,    4 509 447] shixi 160
[   8 ,    7 748 417] [160 T] Node  2->  1  
[   8 ,   10 784 660] shixi 161
[   8 ,   13 196 232] [161 R] Node  2 收到本层数据包并传往上层 
[   8 ,   14 536 332] shixi 162
[   8 ,   16  30 960] [162 T] Node  2->  1  
[   8 ,   17 737 515] shixi 163
[   8 ,   20 550 832] 时隙: 0-------------------------------------------------------------------------------
[   8 ,   22 109 727] [163 R] Node  2 收到本层数据包并传往上层 
[   8 ,   23 792 817] shixi 164
[   8 ,   24 723 285] NODE  2 此时未收到状态调整信息
[   8 ,   25 722 970] [164 R] Node  2 收到本层数据包并传往上层 
[   8 ,   27 644 192] shixi 165
[   8 ,   31  79 605] [165 R] Node  2 收到本层数据包并传往上层 
[   8 ,   32 701 747] shixi 166
[   8 ,   36  17  55] [166 T] Node  2->  1  
[   8 ,   38  59 190] shixi 167
[   8 ,   40 667 822] 时隙: 1-------------------------------------------------------------------------------
[   8 ,   41 715 717] [167 T] Node  2->  1  
[   8 ,   43 675 922] shixi 168
[   8 ,   44 324 895] NODE  2 收到网管节点飞行状态信息
[   8 ,   45 736 602] shixi 169
[   8 ,   47 102 982] 最佳天线编号: 1, 俯仰角: nan, 方位角: nan
[   8 ,   48 217 357] shixi 170
[   8 ,   50 573 245] shixi 171
[   8 ,   53 200 422] shixi 172
[   8 ,   55 731 922] shixi 173
[   8 ,   58  30 170] shixi 174
[   8 ,   60 253 615] 时隙: 2-------------------------------------------------------------------------------
[   8 ,   60 713  67] shixi 175
[   8 ,   62  54 755] NODE  2 发送飞行状态信息
[   8 ,   63 548 940] shixi 176
[   8 ,   66  57 845] [176 T] Node  2->  1  
[   8 ,   69 329 967] shixi 177
[   8 ,   71  21 895] [177 R] Node  2 收到本层数据包并传往上层 
[   8 ,   73 234 900] shixi 178
[   8 ,   75 580 980] [178 R] Node  2 收到本层数据包并传往上层 
[   8 ,   76 787 412] shixi 179
[   8 ,   78  79 292] [179 R] Node  2 收到本层数据包并传往上层 
[   8 ,   80 604 222] 时隙: 3-------------------------------------------------------------------------------
[   8 ,   81 297  12] shixi 180
[   8 ,   83 746 627] [180 R] Node  2 收到本层数据包并传往上层 
[   8 ,   85 257 880] shixi 181
[   8 ,   88  41 850] [181 T] Node  2->  1  
[   8 ,   90 230 805] shixi 182
[   8 ,   93 495 127] [182 T] Node  2->  1  
[   8 ,   94 676  62] shixi 183
[   8 ,   98 217 302] [183 T] Node  2->  1  
[   8 ,  100 508 785] 时隙: 4-------------------------------------------------------------------------------
[   8 ,  101 108 860] shixi 184
[   8 ,  103 547 980] [184 R] Node  2 收到本层数据包并传往上层 
[   8 ,  105 672 555] shixi 185
[   8 ,  107 745 362] [185 T] Node  2->  1  
[   8 ,  109 886 377] shixi 186
[   8 ,  114  71  37] [186 R] Node  2 收到本层数据包并传往上层 
[   8 ,  116  58 440] shixi 187
[   8 ,  117 980 525] [187 T] Node  2->  1  
[   8 ,  119 276 740] shixi 188
[   8 ,  120 308 620] 时隙: 5-------------------------------------------------------------------------------
[   8 ,  121 317 372] shixi 189
[   8 ,  123 149 407] shixi 190
[   8 ,  125  71 477] shixi 191
[   8 ,  128 143 330] shixi 192
[   8 ,  130 269 142] shixi 193
[   8 ,  132 794 155] shixi 194
[   8 ,  135 513 375] shixi 195
[   8 ,  138 142  92] shixi 196
[   8 ,  140 559 192] 时隙: 6-------------------------------------------------------------------------------
[   8 ,  141 561 802] [196 R] Node  2 收到本层数据包并传往上层 
[   8 ,  144 182 347] shixi 197
[   8 ,  146 330 367] [197 R] Node  2 收到本层数据包并传往上层 
[   8 ,  148 566 622] shixi 198
[   8 ,  150 566 720] [198 R] Node  2 收到本层数据包并传往上层 
[   8 ,  152 739 382] shixi 199
[   8 ,  155 585 120] [199 T] Node  2->  1  
[   8 ,  157 625 272] shixi 200
[   8 ,  160 214 852] 时隙: 7-------------------------------------------------------------------------------
[   8 ,  161 286 357] [200 T] Node  2->  1  
[   8 ,  163 773 532] shixi 201
[   8 ,  166 114  35] [201 R] Node  2 收到本层数据包并传往上层 
[   8 ,  168 677 865] shixi 202
[   8 ,  171  43 305] [202 R] Node  2 收到本层数据包并传往上层 
[   8 ,  173 102  67] shixi 203
[   8 ,  175 783 110] [203 T] Node  2->  1  
[   8 ,  178  68 342] shixi 204
[   8 ,  180 789 397] 时隙: 8-------------------------------------------------------------------------------
[   8 ,  181 202 180] [204 R] Node  2 收到本层数据包并传往上层 
[   8 ,  183 297 422] shixi 205
[   8 ,  185 769 352] [205 R] Node  2 收到本层数据包并传往上层 
[   8 ,  187  78 852] shixi 206
[   8 ,  187 790 267] [206 T] Node  2->  1  
[   8 ,  189 828 690] shixi 207
[   8 ,  193 325 825] [207 R] Node  2 收到本层数据包并传往上层 
[   8 ,  195 582 505] shixi 208
[   8 ,  198  76  17] shixi 209
[   8 ,  200 507 452] 时隙: 9-------------------------------------------------------------------------------
[   8 ,  200 698 857] shixi 210
[   8 ,  203  98 315] shixi 211
[   8 ,  205 264  60] shixi 212
[   8 ,  207 701 467] shixi 213
[   8 ,  210 344 302] shixi 214
[   8 ,  213   6 665] shixi 215
[   8 ,  215 524 825] shixi 216
[   8 ,  218 156 362] [216 R] Node  2 收到本层数据包并传往上层 
[   8 ,  220 223 515] 时隙:10-------------------------------------------------------------------------------
[   8 ,  221 372  70] shixi 217
[   8 ,  223  86 182] [217 R] Node  2 收到本层数据包并传往上层 
[   8 ,  223 806 675] shixi 218
[   8 ,  225 743 892] [218 T] Node  2->  1  
[   8 ,  228  52 712] shixi 219
[   8 ,  230 651 977] [219 R] Node  2 收到本层数据包并传往上层 
[   8 ,  233 196 642] shixi 220
[   8 ,  235 849 827] [220 T] Node  2->  1  
[   8 ,  237 245 242] shixi 221
[   8 ,  240  92 932] 时隙:11-------------------------------------------------------------------------------
[   8 ,  242   9 762] [221 T] Node  2->  1  
[   8 ,  243 339 860] shixi 222
[   8 ,  246 127 335] [222 R] Node  2 收到本层数据包并传往上层 
[   8 ,  248 155 397] shixi 223
[   8 ,  250 747 572] [223 R] Node  2 收到本层数据包并传往上层 
[   8 ,  253  70 537] shixi 224
[   8 ,  256  76 735] [224 R] Node  2 收到本层数据包并传往上层 
[   8 ,  257 224 657] shixi 225
[   8 ,  258  90 480] [225 T] Node  2->  1  
[   8 ,  260 446 330] 时隙:12-------------------------------------------------------------------------------
[   8 ,  261 707 600] shixi 226
[   8 ,  263  46 897] [226 T] Node  2->  1  
[   8 ,  265 195 740] shixi 227
[   8 ,  268  70 277] [227 T] Node  2->  1  
[   8 ,  269 823 697] shixi 228
[   8 ,  272 855 280] shixi 229
[   8 ,  275 552 167] shixi 230
[   8 ,  278  33 870] shixi 231
[   8 ,  280  96 105] 时隙:13-------------------------------------------------------------------------------
[   8 ,  280 552 112] shixi 232
[   8 ,  282 860 670] shixi 233
[   8 ,  285 266 527] shixi 234
[   8 ,  288 211 785] shixi 235
[   8 ,  291 558 967] shixi 236
[   8 ,  293  51 255] [236 T] Node  2->  1  
[   8 ,  295 747 395] shixi 237
[   8 ,  298  87 620] [237 R] Node  2 收到本层数据包并传往上层 
[   8 ,  300 541 445] 时隙:14-------------------------------------------------------------------------------
[   8 ,  301 304 640] shixi 238
[   8 ,  303  74 670] [238 T] Node  2->  1  
[   8 ,  305 262 342] shixi 239
[   8 ,  308 695 312] [239 R] Node  2 收到本层数据包并传往上层 
[   8 ,  310 857 297] shixi 240
[   8 ,  313 251 562] [240 T] Node  2->  1  
[   8 ,  314 212 982] shixi 241
[   8 ,  318 147 900] [241 R] Node  2 收到本层数据包并传往上层 
[   8 ,  320 231 432] shixi 242
[   8 ,  320 832 377] 时隙:15-------------------------------------------------------------------------------
[   8 ,  323 526 290] [242 T] Node  2->  1  
[   8 ,  324 721 287] shixi 243
[   8 ,  328  87 972] [243 R] Node  2 收到本层数据包并传往上层 
[   8 ,  330 106 572] shixi 244
[   8 ,  333 212 632] [244 T] Node  2->  1  
[   8 ,  335 570 707] shixi 245
[   8 ,  338 240 110] [245 T] Node  2->  1  
[   8 ,  340 307 707] 时隙:16-------------------------------------------------------------------------------
[   8 ,  341 579 835] shixi 246
[   8 ,  343 363 615] [246 R] Node  2 收到本层数据包并传往上层 
[   8 ,  352 213 105] shixi 247
[   8 ,  355 545 997] [247 R] Node  2 收到本层数据包并传往上层 
[   8 ,  357 697 147] shixi 248
[   8 ,  360  44 295] 时隙:17-------------------------------------------------------------------------------
[   8 ,  360 549 610] shixi 249
[   8 ,  362 561 900] shixi 250
[   8 ,  365 525 932] shixi 251
[   8 ,  367 729 812] shixi 252
[   8 ,  370 506 742] shixi 253
[   8 ,  372 992 957] shixi 254
[   8 ,  375 503 962] shixi 255
[   8 ,  378  26 327] shixi 256
[   8 ,  380 706 427] 时隙:18-------------------------------------------------------------------------------
[   8 ,  381 877 242] [256 R] Node  2 收到本层数据包并传往上层 
[   8 ,  384 660 530] shixi 257
[   8 ,  388 592 250] [257 T] Node  2->  1  
[   8 ,  391 589 320] 本次发送合包
[   8 ,  396 211 630] shixi 258
[   8 ,  398 553 612] [258 T] Node  2->  1  
[   8 ,  400 315 702] 时隙:19-------------------------------------------------------------------------------
[   8 ,  400 839 937] shixi 259
[   8 ,  403 341 355] [259 R] Node  2 收到本层数据包并传往上层 
[   8 ,  406  56 540] shixi 260
[   8 ,  407 682 675] [260 T] Node  2->  1  
[   8 ,  409 121 742] shixi 261
[   8 ,  410 761 985] [261 T] Node  2->  1  
[   8 ,  413 128 912] shixi 262
[   8 ,  415 751 792] [262 R] Node  2 收到本层数据包并传往上层 
[   8 ,  417  64 297] shixi 263
[   8 ,  420 547  22] 时隙:20-------------------------------------------------------------------------------
[   8 ,  421 740 215] [263 R] Node  2 收到本层数据包并传往上层 
[   8 ,  423 293 492] shixi 264
[   8 ,  425 519 580] [264 T] Node  2->  1  
[   8 ,  426 584 962] shixi 265
[   8 ,  428 523 682] [265 T] Node  2->  1  
[   8 ,  431  80 430] shixi 266
[   8 ,  433 105 785] [266 T] Node  2->  1  
[   8 ,  435  92 375] shixi 267
[   8 ,  438  44 332] [267 T] Node  2->  1  
[   8 ,  439 763 272] shixi 268
[   8 ,  440 844 277] 时隙:21-------------------------------------------------------------------------------
[   8 ,  443 199  15] shixi 269
[   8 ,  445 550 337] shixi 270
[   8 ,  448  34 402] shixi 271
[   8 ,  450 109 882] shixi 272
[   8 ,  453 185 415] shixi 273
[   8 ,  455 268  90] shixi 274
[   8 ,  458  86 695] shixi 275
[   8 ,  460 597 200] 时隙:22-------------------------------------------------------------------------------
[   8 ,  461 224 425] shixi 276
[   8 ,  463  24 205] [276 T] Node  2->  1  
[   8 ,  465 292 307] shixi 277
[   8 ,  468 242 432] [277 T] Node  2->  1  
[   8 ,  469 606 447] shixi 278
[   8 ,  471  70 455] [278 T] Node  2->  1  
[   8 ,  472 709 797] shixi 279
[   8 ,  475 679   7] [279 T] Node  2->  1  
[   8 ,  477 734 860] shixi 280
[   8 ,  480 297 647] 时隙:23-------------------------------------------------------------------------------
[   8 ,  481 170 230] [280 T] Node  2->  1  
[   8 ,  483 548  55] shixi 281
[   8 ,  486 114  42] [281 R] Node  2 收到本层数据包并传往上层 
[   8 ,  489  42 492] shixi 282
[   8 ,  490 717 997] [282 T] Node  2->  1  
[   8 ,  492 344 890] shixi 283
[   8 ,  495 809 827] [283 T] Node  2->  1  
[   8 ,  499  37 402] shixi 284
[   8 ,  500 254 642] 时隙:24-------------------------------------------------------------------------------
[   8 ,  501  70 197] [284 T] Node  2->  1  
[   8 ,  502  75 682] shixi 285
[   8 ,  503 574 405] [285 T] Node  2->  1  
[   8 ,  506 218  27] shixi 286
[   8 ,  507 751 897] [286 T] Node  2->  1  
[   8 ,  509 208 117] shixi 287
[   8 ,  510 827 640] [287 R] Node  2 收到本层数据包并传往上层 
[   8 ,  513  98 197] shixi 288
[   8 ,  515 544  22] shixi 289
[   8 ,  517 639 210] shixi 290
[   8 ,  520 250 145] 时隙:25-------------------------------------------------------------------------------
[   8 ,  521 577 157] shixi 291
[   8 ,  522 758 557] shixi 292
[   8 ,  525 547 185] shixi 293
[   8 ,  527 821 297] shixi 294
[   8 ,  530 102 440] shixi 295
[   8 ,  532 712 265] shixi 296
[   8 ,  535 791 787] [296 T] Node  2->  1  
[   8 ,  538 318  20] shixi 297
[   8 ,  540  81 300] 时隙:26-------------------------------------------------------------------------------
[   8 ,  541 730 350] [297 R] Node  2 收到本层数据包并传往上层 
[   8 ,  543 688 997] NODE  2 此时未收到状态调整信息
[   8 ,  544 145 680] shixi 298
[   8 ,  545 746 637] [298 R] Node  2 收到本层数据包并传往上层 
[   8 ,  547 221 172] shixi 299
[   8 ,  548 681 100] [299 R] Node  2 收到本层数据包并传往上层 
[   8 ,  550 318 322] shixi 300
[   8 ,  553 369 827] [300 R] Node  2 收到本层数据包并传往上层 
[   8 ,  556 298 890] shixi 301
[   8 ,  558  41 512] [301 T] Node  2->  1  
[   8 ,  559 572 945] shixi 302
[   8 ,  560 111   0] 时隙:27-------------------------------------------------------------------------------
[   8 ,  560 132 145] 网络层管控信息通告
[   8 ,  560 264 482] 网管信道队列业务为空
[   8 ,  561 151 412] [302 R] Node  2 收到本层数据包并传往上层 
[   8 ,  563 543 540] shixi 303
[   8 ,  565 719 867] [303 T] Node  2->  1  
[   8 ,  567  64 232] shixi 304
[   8 ,  568 239 637] [304 T] Node  2->  1  
[   8 ,  570 265 642] shixi 305
[   8 ,  573 724 575] [305 R] Node  2 收到本层数据包并传往上层 
[   8 ,  575 820 937] shixi 306
[   8 ,  578 208  90] [306 R] Node  2 收到本层数据包并传往上层 
[   8 ,  580  96 240] 时隙:28-------------------------------------------------------------------------------
[   8 ,  581  24  47] shixi 307
[   8 ,  582 825 757] [307 R] Node  2 收到本层数据包并传往上层 
[   8 ,  584 562 140] shixi 308
[   8 ,  585 102 305] shixi 309
[   8 ,  587 688 772] shixi 310
[   8 ,  590 516 740] shixi 311
[   8 ,  593  61 542] shixi 312
[   8 ,  595 237 852] shixi 313
[   8 ,  598  30  97] shixi 314
[   8 ,  600  84  82] 时隙:29-------------------------------------------------------------------------------
[   8 ,  600 671 967] shixi 315
[   8 ,  603  26 475] shixi 316
[   8 ,  606 336   0] [316 T] Node  2->  1  
[   8 ,  608 186 512] shixi 317
[   8 ,  610 568 237] [317 T] Node  2->  1  
[   8 ,  611 579 305] shixi 318
[   8 ,  612 720 427] [318 T] Node  2->  1  
[   8 ,  614  43 945] shixi 319
[   8 ,  615 677 102] [319 T] Node  2->  1  
[   8 ,  617 239 465] shixi 320
[   8 ,  617 695 967] [320 T] Node  2->  1  
[   8 ,  619  69 412] shixi 321
[   8 ,  620 227 895] 时隙:30-------------------------------------------------------------------------------
[   8 ,  621 617 350] [321 T] Node  2->  1  
[   8 ,  623 587 435] shixi 322
[   8 ,  626 272 257] [322 T] Node  2->  1  
[   8 ,  628  90 900] shixi 323
[   8 ,  630 700 117] [323 T] Node  2->  1  
[   8 ,  632 719 995] shixi 324
[   8 ,  635 656 102] [324 T] Node  2->  1  
[   8 ,  637  41 402] shixi 325
[   8 ,  639 103 575] [325 R] Node  2 收到本层数据包并传往上层 
[   8 ,  640  62 972] 时隙:31-------------------------------------------------------------------------------
[   8 ,  641 111  17] shixi 326
[   8 ,  643 534 712] [326 R] Node  2 收到本层数据包并传往上层 
[   8 ,  645 625 915] shixi 327
[   8 ,  648 193 842] [327 T] Node  2->  1  
[   8 ,  650 268 370] shixi 328
[   8 ,  652 735 830] shixi 329
[   8 ,  655 277 625] shixi 330
[   8 ,  658  80 862] shixi 331
[   8 ,  660 219 772] 时隙:32-------------------------------------------------------------------------------
[   8 ,  661 313 227] shixi 332
[   8 ,  662 747 460] shixi 333
[   8 ,  665 239 830] shixi 334
[   8 ,  668  46 457] shixi 335
[   8 ,  670 608 262] shixi 336
[   8 ,  673  44 397] [336 T] Node  2->  1  
[   8 ,  674  22 712] shixi 337
[   8 ,  676  36 917] [337 T] Node  2->  1  
[   8 ,  678 179  65] shixi 338
[   8 ,  680 222 660] 时隙:33-------------------------------------------------------------------------------
[   8 ,  681 228 157] [338 T] Node  2->  1  
[   8 ,  683  94 615] shixi 339
[   8 ,  685 572 752] [339 R] Node  2 收到本层数据包并传往上层 
[   8 ,  687  83 122] shixi 340
[   8 ,  690 529 235] [340 T] Node  2->  1  
[   8 ,  693 222 712] shixi 341
[   8 ,  696  71 505] [341 R] Node  2 收到本层数据包并传往上层 
[   8 ,  698 231 955] shixi 342
[   8 ,  700 211 290] 时隙:34-------------------------------------------------------------------------------
[   8 ,  701 312  72] [342 R] Node  2 收到本层数据包并传往上层 
[   8 ,  702 634 935] shixi 343
[   8 ,  705 773   5] [343 T] Node  2->  1  
[   8 ,  708  61 400] shixi 344
[   8 ,  710 573 980] [344 R] Node  2 收到本层数据包并传往上层 
[   8 ,  711 839 655] shixi 345
[   8 ,  713 143 872] [345 R] Node  2 收到本层数据包并传往上层 
[   8 ,  714 530 475] shixi 346
[   8 ,  715 572 465] [346 R] Node  2 收到本层数据包并传往上层 
[   8 ,  716 285 410] shixi 347
[   8 ,  718 127 605] [347 R] Node  2 收到本层数据包并传往上层 
[   8 ,  720  84 542] 时隙:35-------------------------------------------------------------------------------
[   8 ,  721 118 610] shixi 348
[   8 ,  723  13 262] shixi 349
[   8 ,  725 338 427] shixi 350
[   8 ,  730 693 290] shixi 351
[   8 ,  733  73 355] shixi 352
[   8 ,  735 580 802] shixi 353
[   8 ,  738 102 125] shixi 354
[   8 ,  740 454 830] 时隙:36-------------------------------------------------------------------------------
[   8 ,  741 312  75] shixi 355
[   8 ,  743  32 945] shixi 356
[   8 ,  745 695 905] [356 R] Node  2 收到本层数据包并传往上层 
[   8 ,  749  54 335] shixi 357
[   8 ,  751  21 302] [357 T] Node  2->  1  
[   8 ,  752 733  47] shixi 358
[   8 ,  756 311  17] [358 T] Node  2->  1  
[   8 ,  758 119 880] shixi 359
[   8 ,  760 618 502] 时隙:37-------------------------------------------------------------------------------
[   8 ,  761 264 492] [359 T] Node  2->  1  
[   8 ,  762 793  77] shixi 360
[   8 ,  765 528 180] [360 T] Node  2->  1  
[   8 ,  766 743 655] shixi 361
[   8 ,  768 319  50] [361 T] Node  2->  1  
[   8 ,  771  54 892] shixi 362
[   8 ,  774 249 900] [362 T] Node  2->  1  
[   8 ,  776 472 890] shixi 363
[   8 ,  778  83 322] [363 R] Node  2 收到本层数据包并传往上层 
[   8 ,  779 126  70] shixi 364
[   8 ,  780 541 330] 时隙:38-------------------------------------------------------------------------------
[   8 ,  781 732 302] [364 T] Node  2->  1  
[   8 ,  783 197 277] shixi 365
[   8 ,  786  51 540] [365 R] Node  2 收到本层数据包并传往上层 
[   8 ,  787  88  17] shixi 366
[   8 ,  788 277 592] [366 T] Node  2->  1  
[   8 ,  790 798  37] shixi 367
[   8 ,  793 153 477] [367 T] Node  2->  1  
[   8 ,  794 823 280] shixi 368
[   8 ,  797 834 887] shixi 369
[   8 ,  800 245 277] 时隙:39-------------------------------------------------------------------------------
[   8 ,  801 595 965] shixi 370
[   8 ,  802 747 205] shixi 371
[   8 ,  805 368 817] shixi 372
[   8 ,  807 716  32] shixi 373
[   8 ,  810 564 740] shixi 374
[   8 ,  812 811 665] shixi 375
[   8 ,  815 520 832] shixi 376
[   8 ,  818 557  27] [376 T] Node  2->  1  
[   8 ,  820 325 497] 时隙:40-------------------------------------------------------------------------------
[   8 ,  822  36 882] shixi 377
[   8 ,  825 756 392] [377 T] Node  2->  1  
[   8 ,  828 697 642] shixi 378
[   8 ,  830 762 867] [378 T] Node  2->  1  
[   8 ,  833  84 502] shixi 379
[   8 ,  835 735  12] [379 R] Node  2 收到本层数据包并传往上层 
[   8 ,  837 793 332] shixi 380
[   8 ,  840 597 937] 时隙:41-------------------------------------------------------------------------------
[   8 ,  840 770 432] [380 T] Node  2->  1  
[   8 ,  843 170 232] shixi 381
[   8 ,  846   3 825] [381 T] Node  2->  1  
[   8 ,  848 357 585] shixi 382
[   8 ,  850 611 322] [382 T] Node  2->  1  
[   8 ,  852 693 292] shixi 383
[   8 ,  856 216 860] [383 T] Node  2->  1  
[   8 ,  857 311 442] shixi 384
[   8 ,  860 293  22] 时隙:42-------------------------------------------------------------------------------
[   8 ,  861 591 157] [384 R] Node  2 收到本层数据包并传往上层 
[   8 ,  863 551 522] shixi 385
[   8 ,  865 608 450] [385 R] Node  2 收到本层数据包并传往上层 
[   8 ,  867 263 265] shixi 386
[   8 ,  871  48 985] [386 R] Node  2 收到本层数据包并传往上层 
[   8 ,  872 782 327] shixi 387
[   8 ,  875 541 330] [387 T] Node  2->  1  
[   8 ,  877 315 787] shixi 388
[   8 ,  880  53  55] 时隙:43-------------------------------------------------------------------------------
[   8 ,  881  59 410] shixi 389
[   8 ,  883  36 710] shixi 390
[   8 ,  885 104 317] shixi 391
[   8 ,  887 801 760] shixi 392
[   8 ,  890 304 487] shixi 393
[   8 ,  893 206 360] shixi 394
[   8 ,  895 601  32] shixi 395
[   8 ,  898  98 395] shixi 396
[   8 ,  900 233  10] 时隙:44-------------------------------------------------------------------------------
[   8 ,  901 762 312] [396 T] Node  2->  1  
[   8 ,  904 216 102] shixi 397
[   8 ,  905 709 915] [397 R] Node  2 收到本层数据包并传往上层 
[   8 ,  907  28 615] shixi 398
[   8 ,  908 329 505] [398 T] Node  2->  1  
[   8 ,  911 717 767] shixi 399
[   8 ,  913  51 777] [399 T] Node  2->  1  
[   8 ,  915 255 107] shixi 0
[   8 ,  918 109 110] shixi 1
[   8 ,  920 258 265] 时隙:45-------------------------------------------------------------------------------
[   8 ,  921 769 510] [1 R] Node  2 收到本层数据包并传往上层 
[   8 ,  923 542  55] shixi 2
[   8 ,  925 696 620] [2 R] Node  2 收到本层数据包并传往上层 
[   8 ,  928  80 642] shixi 3
[   8 ,  931 145 687] [3 R] Node  2 收到本层数据包并传往上层 
[   8 ,  932 799 215] shixi 4
[   8 ,  935 672 297] [4 R] Node  2 收到本层数据包并传往上层 
[   8 ,  937 637 595] shixi 5
[   8 ,  940 547 725] 时隙:46-------------------------------------------------------------------------------
[   8 ,  941 557 985] [5 R] Node  2 收到本层数据包并传往上层 
[   8 ,  943 579 215] shixi 6
[   8 ,  946  15 280] [6 R] Node  2 收到本层数据包并传往上层 
[   8 ,  947 755 207] shixi 7
[   8 ,  950 590 460] [7 R] Node  2 收到本层数据包并传往上层 
[   8 ,  952 787 525] shixi 8
[   8 ,  956 248 960] [8 R] Node  2 收到本层数据包并传往上层 
[   8 ,  960 192 872] 时隙:47-------------------------------------------------------------------------------
[   8 ,  978 304 425] shixi 9
[   8 ,  980 592 100] 时隙:48-------------------------------------------------------------------------------
[   8 ,  981 840 242] [9 R] Node  2 收到本层数据包并传往上层 
[   8 ,  984 224  40] shixi 10
[   8 ,  985 326 107] shixi 11
[   8 ,  988  30 755] shixi 12
[   8 ,  990 549 765] shixi 13
[   8 ,  992 585 550] shixi 14
[   8 ,  995 561 325] shixi 15
[   8 ,  997 795 765] shixi 16
[   9 ,    0 106 290] 时隙:49-------------------------------------------------------------------------------
[   9 ,    1 585 430] [16 R] Node  2 收到本层数据包并传往上层 
[   9 ,    3 205 527] shixi 17
[   9 ,    5 224 917] shixi 18
[   9 ,    8 109 585] shixi 19
[   9 ,   10 506 757] shixi 20
[   9 ,   13 332 475] shixi 21
[   9 ,   15 215 510] shixi 22
[   9 ,   18 283 555] shixi 23
[   9 ,   20  79 725] 时隙: 0-------------------------------------------------------------------------------
[   9 ,   20 538  80] shixi 24
[   9 ,   23  26  82] shixi 25
[   9 ,   24 103 955] NODE  2 此时未收到状态调整信息
[   9 ,   25 327 667] shixi 26
[   9 ,   28 302 485] [26 T] Node  2->  1  
[   9 ,   31 584 762] 本次发送合包
[   9 ,   39 256 237] shixi 27
[   9 ,   40 529  60] 时隙: 1-------------------------------------------------------------------------------
[   9 ,   41 249 667] [27 T] Node  2->  1  
[   9 ,   42 230 697] NODE  2 收到网管节点飞行状态信息
[   9 ,   44 592 452] shixi 28
[   9 ,   44 928 605] 最佳天线编号: 1, 俯仰角: nan, 方位角: nan
[   9 ,   48  64 367] shixi 29
[   9 ,   50 627 240] shixi 30
[   9 ,   52 851 725] shixi 31
[   9 ,   55 536 372] shixi 32
[   9 ,   57 752  85] shixi 33
[   9 ,   60 239 720] 时隙: 2-------------------------------------------------------------------------------
[   9 ,   62 335 477] shixi 34
[   9 ,   64 508 137] NODE  2 发送飞行状态信息
[   9 ,   65 689 540] shixi 35
[   9 ,   67 836 470] shixi 36
[   9 ,   70 601 835] [36 T] Node  2->  1  
[   9 ,   72 303 310] shixi 37
[   9 ,   75 671  15] [37 T] Node  2->  1  
[   9 ,   77  90 495] shixi 38
[   9 ,   80 266 462] 时隙: 3-------------------------------------------------------------------------------
[   9 ,   82  69 280] [38 T] Node  2->  1  
[   9 ,   83 787 395] shixi 39
[   9 ,   85 828 692] [39 T] Node  2->  1  
[   9 ,   88 173 910] shixi 40
[   9 ,   90 680 607] [40 R] Node  2 收到本层数据包并传往上层 
[   9 ,   91 830 805] shixi 41
[   9 ,   93 282 232] [41 T] Node  2->  1  
[   9 ,   96 504 997] shixi 42
[   9 ,   98 226 202] [42 R] Node  2 收到本层数据包并传往上层 
[   9 ,  100 573   2] 时隙: 4-------------------------------------------------------------------------------
[   9 ,  101 166 382] shixi 43
[   9 ,  103 688 730] [43 R] Node  2 收到本层数据包并传往上层 
[   9 ,  106 577 112] shixi 44
[   9 ,  108 195 110] [44 T] Node  2->  1  
[   9 ,  110 194 357] shixi 45
[   9 ,  113 171 865] [45 T] Node  2->  1  
[   9 ,  114 777 620] shixi 46
[   9 ,  118 503 280] [46 T] Node  2->  1  
[   9 ,  120 233 487] 时隙: 5-------------------------------------------------------------------------------
[   9 ,  122 212  32] shixi 47
[   9 ,  123 552 187] [47 R] Node  2 收到本层数据包并传往上层 
[   9 ,  126 198 972] shixi 48
[   9 ,  128 149 797] shixi 49
[   9 ,  130 300 587] shixi 50
[   9 ,  133 240  50] shixi 51
[   9 ,  135 491 327] shixi 52
